,text,label
32, This book was a great book that i have read many times!: This book was so great! I loved and read it so many times that i will soon have to buy a new copy because my last one fell apart. I just hope that there is a follow up on this story because I want to know if Mary-Lynette and Ash get together.,__label__2 
33," They'd watch it nonstop if I'd let them: apart from it arriving broken the first time, my kids are loving this DVD, which I alternate with the other I purchased to keep my own sanity. This DVD has created a Thomas fan out of my 3 1/2 yr. old daughter as well.",__label__2 
34, Not as expected...: My children get easily bored with this video. I thought it was several episodes of Thomas but it has A LOT of just children and parents talking about Thomas and all. It doesn't keep the kids attention because what kid wants to sit and listen to a bunch of talking. This was my first Thomas video purchase...hopefully the next will have more shows and less talking!,__label__1 
35, Wonderful: I went online for information about Dockers Khaki pants. The size my husband wears are very hard to find in stores. I was very impressed with the selection I had and he was thrilled to have all these pants without having them taken up in the length. The delivery was quick (especially during Christmas) and I really appreciate all the effort made to send us the selections we chose.,__label__2 
36," Doublecharged for shipping because merchant was backordered: Merchant was out of stock on the second pair of pants, so when it was shipped I was charged $9 again when the second pair was in stock weeks later.Will not buy from Amazon vendors again.",__label__1 
37," Book of Chance: I had just finished reading 'The Food of Love' by Anthony Capella since I had nothing to do, but read. Mind you, reading is one of my favorite pastimes.I had recently bought a series of books. The Food of Love was just one of the books I just picked up so I can get that 'three for the price of two' deal at Waterstones in London (British's equivalent of Barnes&Noble;). I wasn't really interested, but it was one of the more interesting options I had. Well, I'm glad I made the right choice! I started reading it last night and I haven't put it down since.If you love food and a little romance, which I am both fond of, it's an excellent book to read. Mr. Capella was remarkably thorough in his description of the rich and textured Italian dishes that the words assails you with a sense of smell and taste that leaves you hungry for more. This book took me by surprise and I'm sure you would not be disappointed.",__label__2 
38," Light reading, light in substance: A clichéd storyline based on the classic Cyrano de Bergerac, this book reads like a rookie novel written by someone who has a knowledge and passion for Italian culture and cuisine, but little experience in developing a story. I can understand Bruno and his passion for cooking, but have no clue as to his passion for Laura. It seems to be primarily based on her being a blonde American. How exotic. Her character is so underdeveloped- we know she's studying art history, and she enjoys Bruno's cooking with a passion. That's about it. And Tomasso, he's just the cliché for any over-sexed Mediterranean male who encounters foreign females.It's a light and entertaining read if you can get beyond all of the reasons you should put it down and walk away. That being said, I will, however, check out this author's more recent novels. He does seem to have a way with technical details, hopefully his storytelling has caught up.",__label__1 
39," WeiB FOREVER!: This is a great CD!! I love WeiB Kreuz!! The anime is awsome! Its bout 4 guys (hhhooottt) who work at a flower shop, but at night they are the White Hunters (or Byce as in the anime) they are assasins that ""hunt the tomorrow"" of Bad guys, the bad guys the police cant get . Like when teens start blowing up in flames in public for no reason... from a strange gas substance that w/ instant contact ingulfs any object... but i couldnt resist. Its also an emotional anime at times! I think this is a Cd and Anime any anime fan should see...",__label__2 
40," Great Book--unacceptable condition: I was looking forward to receiving this book, as I was going to New Orleans to Antoine's restaurant. I read the book at least thirty years ago and wanted my own copy. This book came without a dust jacket and was so musty that I could not read it without my eyes watering. I sent it back, at my own expense, and to date, I have not had a refund.",__label__1 
41," Real HTML for people who build sites for a living: This book is simply great! If you build sites for a living you probably struggle with books that trivialize HTML and present its syntax willy-nilly. This book is the ONLY book I've ever seen that actually seems to be written by someone who builds sites professionally and wants to know all the markup. It explains logical and physical tagging styles well and does a really good job showing how to hook HTML with other technologies without trying to teach CGI, CSS, etc. at the same time. The only thing I wish is that this guy would write a JavaScript or DHTML book. I'd buy that right away.",__label__2 
42," Marriage has its good and bad moments: This is a tear-jerker mixed with humor. A lot of rough patches for this couple but don't let that scare you off because there are also a lot of good times, too. I watch this movie often as I am a hopeless romantic and I thoroughly enjoy the music and dancing (Hindi style & Pop Rock mix), plus it's worth wading through the tears to get to the fun parts. It ends the way a typical relationship of this type would, but that's not exactly a bad thing in this case. I recommend it to everyone.",__label__2 
43, Amazing...: love it...very touch.it's to bad that in the dvd description doesn't mention no subtitles,__label__2 
44," Leslie in a nutshell: Danelectro DJ-20C Rocky Road Spin Speaker Mini Effects Pedal, is an amazing little pedal!I use it with guitar, and keyboards.Using with Keyboards, organ mode(doesn't matter which type) jazz, rock, gives me an instant controllable Leslie effects.it includes fast and slow ramp up,boost, volume/drive. thru a mixer in stereo you can do some amazing stuff with this inexpensive unit.The only drawback i have found is the buttons are very hard to engage and disengage.But i'm working on that. i will modify the springs if possible and maybe even send a recommendation to Danelectro.",__label__2 
45," More Romance Please and Less Mystery!!: the reason i gave two stars when I usually give 5 stars for ms. feehan's books is b/c this book was tooooooo mystery/gothic genre rather than romance. I really didn't feel like the two main characters were in love, in fact the entire book was almost entirely from the heroine's point of view and I was getting sick of her whining and her point of view. unlike the ""dark"" series, you really didnt feel any passion. the book is better suited for the mystery/gothic genre and NOT romance.even the mystery was not that good! its only in the last chapter that for some unforseen reason the villain confesses all in less than three pages. throughout the entire book, you're kept in suspense of who was the bad guy, if you wanted to know who it was look at the last couple of pages....Ms. Feehan, if your reading, please focuse more on the main characters relation to each other rather then distract us with so much unamusing mystery!",__label__1 
46," A Lost Author: I have read all of the Carpathian novels to date, except one. I very much enjoyed them at first, but nothing EVER gets resolved. You would think that after 16 books something would have been resolved and a new obstacle introduced. As for this book, it is an off-shoot of another Carpathian novel about the Jaguar Line. I was hoping to find out more about this curse, the origins and why the males kill the females. Nothing, not a word about the Jaguar curse. And why do the walls and ceilings change? Ideas introduced and left at that. Ms. Feehan went, once again, off on a tagent. Her books become less and less meaty and more and more expensive. I will NOT be buying any further books by this author. What a shame.",__label__1 
47," Okay but Messy....: We purchased this bag for a vacation we were taking a cruise and we wanted to use it when we left the ship. The bag was convenient to carry, however the faux leather began peeling. At first it wasn't so bad but then it became annoying because it then began flaking all over your skin and clothes. I would have rather the bag been a cloth bag with no flaking than the faux leather that I had to keep wisking away from my skin and clothes.",__label__1 
48," Patricia Cornwell has turned me into a reader: I was never really a big reader before and somebody put me on to Patricia Cornwell. Well, now I can't put her books down. Her books just get better and better as you go through the Kay Scarpetta series.I really enjoy the series concept and the fact that some of the same characters keep returning from book to book. It's nice to see the characters develop through each story line. It allows you to get comfortable with them, get close to them, and get frustrated with them when they do something out of character.I highly recommend reading not just this book but the entire Kay Scarpetta series.",__label__2 
49," Best of the First Four in this series.: This is an awesome book. Kay just keeps getting better and better. It's also fun to see the characters develop more with each book - Kay herself as she seems to be always ""one against the world"", Marino who it appears is heading towards some sort of heart attack, Lucy who seems to be getting more and more quixotic. In this book Kay finds herself smack in the middle of a series of gruesome killings. It appears that a recently executed murderer, who Kay herself has seen on her autopsy table, is still around committing crimes. A number of murders occur where the executed murderer's fingerprints are turning up. Kay, Marino and Benton try to track a killer, but it appears that the corruption goes up a long ways into the political stratosphere. This is a taut and totally believable thriller. I can't wait until the next one because the book ended with the way wide open to the next installment.",__label__2 
50," Great Beginning...poor ending: Parricia Corwell, Cruel & Unusual was breathtaking in the beginning! Her relation to her family, her dedication to her work exeptional. However, this story began to get boring towards the end...the ending, not too great.",__label__2 
233683, Altered soundtrack: I anxiously bought this release only to find that someone though the films would be better if new music was added to the soundtrack. The case says it has the original audio but it doesn't say that music has been added. Thank goodness I was able to exchnage this disc for something else. Why can't they leave things alone?,__label__1 
233684," NOT REMASTERED: Hallmark owns the rights to the Laurel and Hardy sound films. They do not care about using the best available prints. The kirch Group in England only used the best available 35mm originals for their Laurel and Hardy dvds. We in America get a Dvd with added ""modern sounding"" music and a TV print, not the original masters. Hallmark does not care and will not respond to emails. I will not buy ANYTHING by Hallmark or Artisan until they get it right.Hallmark will not sell the rights to people who really would do something for the preservation and restoration of these films. These films have never been ""remastered"" in America. A very angry fan.",__label__1 
233685," Suzy comes through: The last edition of Born to Shop disappointed me becasue Suzy Gershman's interest seemed so narrow that the stores and places she liked were too far out of my range. In this edition she's made some changes. Cheap shopping is listed and the luxe, nowhere else except NYC stores are listed as well. She must have gotten some younger helpers because much to my delight the Sean Jean store and and Triple Five Soul shop are mentioned too. One thing I've always liked about the Born to Shop series is that the advice shows you how to get around town safely, how to buy quality and how to have a good time with as few hassles as possible. And don't think this book is just for women. In our last trip to NY my husband frequently consulted it and was very pleased with the directions and commentary.This book and Gerry Frank's guide are all you really need to take a weekend NYC trip.",__label__2 
233686," You won't learn how to be a stand up comic reading this book: While reading this book is mildly amusing, you will not learn how to construct a joke or bring out your funny side by reading it. In short you won't learn much about ""how to be a stand up comedian"". I was disappointed because I do think Belz is a funny guy. I just didn't think the book was very instructive.",__label__1 
233687," Had to return them: The loops don't fit on all reformers. I have a pilates power gym and the loops did not reach all the way. Ended up returning which was a hassle because Schott Pilates is in Canada so it cost me to ship back. Amazon will not deal with return, you have to go straight to the manufacturer. Overall the loops are well made but my experience was a headache!",__label__1 
233688," Don't Try This Album at Home: Needless to say, His playing is nothing spectacular.His fusion experiment lyrically blew up in his face. This is an overratted album that I would not recommend to any JAZZ lover. On the left hand his ""Tales from the Hudson"" is a good modern era album. His flawless technique and great sidesmen keep the Album flowin'.",__label__1 
233689," The Best Of The DMC series!: This game is way better than the other games in every way. If you were a fan of the other games then you will definately love this game.The graphics are better and the controls( though they'vechanged a little bit) are easy to get used to.The biggest downfall the game has is that you do not start out playing as Dante, but some new kid named Nero. However, once you start playing as Nero you'll find out just how cool he is too. In some of the gaming mags I've read the reviewers liked playing Nero more than Dante. I personally like playing Dante more, but hey, Nero is still very cool.The only other thing left to say about the game is that it's a true DMC game. The story and attitude of the characters are all there. The beautiful women and strange demons are in the game too. If you own a PS3 then buy this game. If you are getting a PS3 then get this game. If you own a XBox 360, then this is the only good game you can play!!!!",__label__2 
233690," A little stiff: I ordered this bedroom set because my son loves anything truck related! I wanted to get him interested in his new ""big boy"" toddler bed. It worked. He likes the trucks on the sheets and will point them out and name them. However the sheets are a little rough. The comforter itself is very cute but also rough and stiff. I'm hoping that if I keep washing it it will soften up. It's just one of those blankets that when you put it over someone it stays in the same shape until you bring it closer to you. At this point my son uses a different blanket when he goes to bed. One that is much softer and lays over him completely with out creating little air vents. I love the look of the set but was disapointed with the quality of it. Maybe it'll get better with washing.",__label__1 
233691," A trip back to my past!: One of my favorite books, and I also loved the movie. I have been wanting this fine portrayal of the book's charactors for so long, and consider myself lucky to have found it on DVD. The acting is such that I can watch it over and over, and probably will. The transaction was troube free, which is a compliment to the Seller. Thank You!",__label__2 
233692," Well, it's ... different.: Keeping an open mind, I was prepared to read an objective work on modern day ""cults,"" which, oddly enough, include almost every world religion. What I found was a completely biased, mean-spirited jab at every belief system that didn't smack of hard-core Christianity. No one, but the most rabid Christian, could possibly find this book interesting, enlightening, or even entertaining. It is an insult that a Baptist minister chooses to wield immaturity and prideful judgement as a weapon against others. His uneducated ramblings are honestly not worth the time and labor used to print this book. Consider this ""work"" just another incarnation of Bible Belt Trash.",__label__1 
233693," An authoritarian on Cults and other religions.: If you are truly a seeker of the truth, this is a book that must be in your library. Have you ever wanted to know why the Seventh Day Adevtise Church is the way it is? Or have you wanted to always know how Islam, Mormons or Jehovah Witnesses got their start? Everything in Walter Martin's book is based upon hard facts found in magazines, court cases and documented sources. This book will open your eyes and make you realize the fabrications that many cults and religions have painstaikingly gone through to create the illusion of what is the truth. Walter Martin's Kingdom of the Cults opens these falsehoods to the light of day and it gives Christians the tools to have intelligent and rational discussions with a person who believes one of these ruses. It is a tantamount book, resourceful, direct and above all it is the truth.",__label__2 
233694, Kingdom of the Cults: Excellent and informative book! I was a bit surprised to see that the Seventh Day Adventists are no longer considered a cult in spite of the fact that I know they still are very much focused on the teaching of Ellen G. White.,__label__2 
233695," You , too, might be a cultist (if you're not a fundie) !: How are we supposed to tke a book seriously that lumps Islam (a major world religion that inculdes nearly 1/4 of the world's population) in with small fringe groups like the Moonies. It is simply a fact that the world ""cult"" is only appropriate when used to denote groups that are small, extremely authoritarian (i.e. centered around a strong leader with unchecked power over the members) and outside the maintream of any major tradition. A world religion is by definition not a cult. Niether is a well established liberal Protestant denomination like the Unitarian Church a cult. If any group that is not conservative Protestant is a cult (which seem to be Martin's basic premise), then why doesn't he call Judaism, Catholicism and Eastern Orthodoxy cults? It would be pretty ridiculous, but it wouldn't make this book any less logical.",__label__1 
233696," Sound and Informative: For anyone wanting to know what their friends, acquaintances, co-workers (who are involved in any of these ""cults"") believe and why this is a clear and informative. It presents the obvious cults of today and the not so obvious. Provides origination and history of each cult and the basics of what they believe then it gives a comparison to what the Bible teaches and how each cult contradicts what the Word is saying. Very helpful for me in understanding where people I know are coming from.",__label__2 
233697," Modern mob adventure: This is really an underrated film about a group of criminals working in Los Angeles. The story involves strong loyalty among gang members, but also betrayal and greed by one of its members. Some of the scenes are raw and gripping, and the police are not always angels. Los Angeles comes alive as the focal point for this film, and it's engaging to consider the way criminals devise schemes to rob from the rich and then become emulators of the wealthy.",__label__2 
233698," Nice looking magazine rack: Overall, it's a nice looking magazine rack. It's not solid wood, as I expected - it's the type of wood you would expect to see on Target furniture. The metal hardware also broke for me (as it did in the other user's review) - but luckily I had another one on hand. Those parts just aren't very reliable. The price may be a bit high. But I was unable to find a style that I liked as much as this one. Overall, I am pleased with it and it is doing a good job holding all my magazines.",__label__2 
233699," Coast to coast fiasco: Arthur, please leave Florida to the likes of Carl Hiaasen or Elmore Leonard. Your novel failed short in its depiction of our favorite state. The cast of characters wasn't excessively long, but the individual storylines were poorly developed. All the coincidences!: the FBI agent who falls for the car-collector woman who sells her red Jaguar to the parents of the teenage bank robber who ""killed"" a senator with an asthma attack... The vicious and beautiful killer, her lovely parents, her psychic blind daughter... How forced and convoluted. I prefer simpler novels. This is not it.",__label__1 
233700, ALASKAN BUYERS DISCRIMATED AGAINST AGAIN: This order clearly stated it could be shipped to the U.S. only which Alaska is part of (when they want our oil) it did not say continental U.S. only. The vendor decided that Alaska did not apply and cancelled the order which was a gift for a loved one which of course did not arrive as scheduled. Clearly this could have shipped United States postal if the vendor was concerned for the customer but in this case it was cancelled after taking their time as well. I would not use any vendor other than Amazon direct. They have never pulled this on me after many many orders sent to Alaska. Beware of this vendor!!!,__label__1 
233701," WTH!!!: Recieved the package in a good enough time but the issue was that disc 3 was missing & in it's place was Agent Cody Banks 3, which leads me to believe that it was done intentionally. Emailed the seller twice in hopes to just get the third disc sent out sent my hubby had no issue w/the other discs but seller never responded. Forced to file a claim to get my money back. Highly dissapointed w/the service & dissapointed hubby who of course really wants to watch disc 3 it was the most important disc to him & he doesn't have it. Buyer be ware I will never buy from this seller again.",__label__1 
233702," Just one complaint: This game has greatly improved from its previous installments. But there is one thing that continues to annoy me, that is the repetitive game play. The enemies do change quite a bit but you run into similar enemies way more often than you should in my opinion. But the graphics are great all the way around. The new styles and weapons are very fun in every way. Also the story is interesting more so than any of the previous DMC games. I would recommend this game for anyone who wants to enjoy Devil May Cry one last time at its peak. This game is worth a look.",__label__2 
233703," Don't buy this product: Many of the reviews here are accurate and valuable. The most important piece of advice is to contact Linksys and see if your printer is supported. Having set the environment up with my HP OfficeJet K60 everything seems fine. When I go to print however, the application recognizes the printer and even knows what port it is connected on. Unfortunately, everything I print goes into a black hole. After calling Linksys support, they tell me that looking through their internal list it shows a number of poor people like myself who have tried and failed to get the K60 working, so they ""assume"" its not supported.When I asked if I could get a copy of the list indicating what is supported, I was told its an internal only document. So its trial and error if you have this product.Like other reviews, they recommended that I upgrade to the WPS11 server. Although I've been happy with Linksys, I think I'll look elsewhere first.",__label__1 
233704," Lots of good ideas: For those moving to the healthy raw vegan diet but stumped about what to make for dinner besides salad, this book contains many great ideas. I was taken by the variety and inventiveness of many of the recipes where various ingredients are combined in very clever ways in order to get not only the flavour but also the correct texture.I particularly like the recipes for raw lasagna, sushi and dolmas. These are great for surprising the non-raw with the possibilities of food in its natural state. The book itself can inspire the non-raw with its professional layout and superb photography.The additional information on how to prepare items such as rejuvelac and cashew 'cheese' are straight forward and easy to follow.Well worth the money.",__label__2 
233705," Very convenient and easy to use: This is a good one. Large buttons help operate easily. Size of Numbers is about 1/2 inch for each time display. The audible alert is pleasant to hear. Loud enough for within the room use or nearby. I read the previous reviews and bought this one. I use it for timing practice tests for my kids. Easy directions and pretty sturdy. I use it on a table top, so I have no idea how strong the magent is. Worth the money.",__label__2 
233706, Do not buy!: Horrible product. Buttons are too hard to push or ultra-sensitive where the slightest rub and you have triggered something. The display is covered in grime on the inside so that you cannot see the numbers very well. A really garbage product.,__label__1 
233707," Wow what a read: This is the first book I have bought on the American civil war, I could not put it down once started, its an easy read with a well written introduction that puts the reader in the correct state on mind before commencing the book.",__label__2 
233708, Father now grandfather: Memorized this book reading it to our four children as they grew up and am now giving copies to them for their children.It's a classic.,__label__2 
233709, good story: i only gave this a five star because of the way she ended the story. it leaves you hanging. you don't know if she was able to stop her mother from doing this to another little girl. otherwise the book was good. it amazes me what some mothers do to their own children and yet they get away with it.,__label__2 
233710, NDS Lite Stand: I've been waiting for this for a while. It's a great idea. My shoulders and hands are less sore. It offers a lot of different angles for your viewing. It offers for both left and right handed players and it even stands vertically for NDS Crosswords game. I would recommend this to anybody with the DS Lite console.,__label__2 
233711, True value: reminiscing about past camping days was made possible with a carefully cared for second hand edition of this book that brought enjoyment to a small camp reunion this fall.,__label__2 
233712," Good lord! People can publish anything!: Robert thinks that just because he reads something, he can spit it back out. This book by an ""expert"" is putrid; the care described would be considered abuse by most varanid enthusiasts. Not to mention there are many mislabeled photos etc.I am shocked this got published. It really shows how ignorant the general public is about reptiles... they seem to just accept the information because it is published by a PhD.Reading this, and considering it good is like reading a children's book about a construction company, and trying to builda house with it. Completely wacky info, everything mislabeled, a recipe for disaster. Get Daniel's fantastic Savannah Monitor book instead!",__label__1 
233713," Faith Food, a faith-builder!: I have really enjoyed Faith Food. It has strengthened my faith and is a great start to the day. I have bought over 20 copies for friends and family. Kenneth E. Hagin's simplicity in believing the Bible is so refreshing and brings me back to God's promises and His faithfulness. I highly recommend it!Tom Squashic, Pastor",__label__2 
233714," It does what it's supposed to: I've read some of the reviews about this product and the biggest complaint seems to be that the head sometimes gets water on the garment. I only get spots when I try and use it on something laid flat because the water condenses in the head. It will also condense in the hose and if the hose drops below the steamer it gurgles. This really is not a tabletop item, it has to be used on the floor. I've used it on just about all my cloths: khakis, polos, button-down shirts and it does a reasonably good job. If I have one complaint about it, it is that the cord is too short. and with the steamer on the floor, it will barely reach the top of an item hung using the over-the-door hook. I also wish it had a way to fill the reservoir (which is only 8 oz.) with out removing the hose. Overall, I think for the price that I paid, I got my moneys worth, after all it's just a tea kettle with a hose.",__label__2 
233715," Steamer to spurter-: Worked well for first couple of months, but then just spews out spurts of water with a little steam.",__label__1 
233716," Not Very Impressed: After reading the reviews below, I was looking forward to having an effective, cheap steamer on hand. However, this Conair doesn't do the job. It starts emitting steam quickly but the steam had little impact on the condition of my dress shirts and suits. To get even modest results, I had to tug on the fabric to pull the wrinkles out. GIven the time and effort it takes, I'd rather just iron.",__label__1 
